날짜,시도지역코드,발생건수(건)
20140111,29,11690
20140111,30,12621
20140111,31,9392
20140111,41,93155
20140111,42,8569
20140111,43,10575
20140111,44,15706
20140111,45,15649
20140111,46,14210
20140111,47,17645
20140111,48,24117
20140111,49,4642
20140111,99,379247
20140112,11,7363
20140112,26,3670
20140112,27,2331
20140112,28,3506
20140112,29,2367
20140112,30,3207
20140112,31,2140
20140112,41,16959
20140112,42,1196
20140112,43,2690
20140112,44,3239
20140112,45,3191
20140112,46,3937
20140112,47,2729
20140112,48,4057
20140112,49,1824
20140112,99,64436
20140113,11,107923
20140113,26,42109
20140113,27,26540
20140113,28,30688
20140113,29,16731
20140113,30,16704
20140113,31,14001
20140113,41,134457
20140113,42,14083
20140113,43,15952
20140113,44,25159
20140113,45,25467
20140113,46,23296
20140113,47,28737
20140113,48,37502
20140113,49,7654
20140113,99,567244
20140114,11,75817
20140114,26,30160
20140114,27,18796
20140114,28,22215
20140114,29,12450
20140114,30,12739
20140114,31,10177
20140114,41,96641
20140114,42,10280
20140114,43,11840
20140114,44,18294
20140114,45,17739
20140114,46,17251
20140114,47,20740
20140114,48,26487
20140114,49,5684
20140114,99,407483
20140115,11,78731
20140115,26,29873
20140115,27,18581
20140115,28,22690
20140115,29,12329
20140115,30,12566
20140115,31,10543
20140115,41,97222
20140115,42,9888
20140115,43,11664
20140115,44,17632
20140115,45,17430
20140115,46,16956
20140115,47,20150
20140115,48,26511
20140115,49,5844
20140115,99,408788
20140116,11,80837
20140116,26,30848
20140116,27,19353
20140116,28,23669
20140116,29,12739
20140116,30,13308
20140116,31,10659
20140116,41,101603
20140116,42,10660
20140116,43,12341
20140116,44,18810
20140116,45,18227
20140116,46,17667
20140116,47,20942
20140116,48,27327
20140116,49,6133
20140116,99,425300
20140117,11,86235
20140117,26,32595
20140117,27,20169
20140117,28,24533
20140117,29,13172
20140117,30,13510
20140117,31,11160
20140117,41,105986
20140117,42,11336
20140117,43,12810
20140117,44,19227
20140117,45,19759
20140117,46,18155
20140117,47,22365
20140117,48,28466
20140117,49,6650
20140117,99,446309
20140118,11,79467
20140118,26,29118
20140118,27,19904
20140118,28,23582
20140118,29,12931
20140118,30,13429
20140118,31,10437
20140118,41,102800
20140118,42,9463
20140118,43,11600
20140118,44,16817
20140118,45,16359
20140118,46,15500
20140118,47,18973
20140118,48,24973
20140118,49,5724
20140118,99,411233
20140119,11,9770
20140119,26,4792
20140119,27,2977
20140119,28,5313
20140119,29,2864
20140119,30,3558
20140119,31,2487
20140119,41,23030
20140119,42,1637
20140119,43,3098
20140119,44,3806
20140119,45,3551
20140119,46,4341
20140119,47,3197
20140119,48,4519
20140119,49,2308
20140119,99,81285
20140120,11,119605
20140120,26,45406
20140120,27,29198
20140120,28,33944
20140120,29,19639
20140120,30,18329
20140120,31,16232
20140120,41,147363
20140120,42,15541
20140120,43,17443
20140120,44,27041
20140120,45,27629
20140120,46,25913
20140120,47,31676
20140120,48,41319
20140120,49,9455
20140120,99,625999
20140121,11,88186
20140121,26,31812
20140121,27,20470
20140121,28,26143
20140121,29,12512
20140121,30,13396
20140121,31,11662
20140121,41,112403
20140121,42,10363
20140121,43,12810
20140121,44,18921
20140121,45,17081
20140121,46,17166
20140121,47,22506
20140121,48,28720
20140121,49,6589
20140121,99,450930
20140122,11,92010
20140122,26,32448
20140122,27,20627
20140122,28,27134
20140122,29,13618
20140122,30,14384
20140122,31,12031
20140122,41,114796
20140122,42,11210
20140122,43,13771
20140122,44,19828
20140122,45,19008
20140122,46,18882
20140122,47,23321
20140122,48,28878
20140122,49,7111
20140122,99,469262
20140123,11,95412
20140123,26,34357
20140123,27,21804
20140123,28,27702
20140123,29,14379
20140123,30,14620
20140123,31,12424
20140123,41,120768
20140123,42,12211
20140123,43,14321
20140123,44,20798
20140123,45,19495
20140123,46,19313
20140123,47,24641
20140123,48,30466
20140123,49,7131
20140123,99,490062
20140124,11,105379
20140124,26,36178
20140124,27,22991
20140124,28,29674
20140124,29,15001
20140124,30,15223
20140124,31,12990
20140124,41,128608
20140124,42,13597
20140124,43,15343
20140124,44,22395
20140124,45,20778
20140124,46,20086
20140124,47,25853
20140124,48,31702
20140124,49,7604
20140124,99,523593
20140125,11,93775
20140125,26,32292
20140125,27,21855
20140125,28,28175
20140125,29,13596
20140125,30,15468
20140125,31,11851
20140125,41,120243
20140125,42,11087
20140125,43,13611
20140125,44,18980
20140125,45,17043
20140125,46,16821
20140125,47,21606
20140125,48,27449
20140125,49,6626
20140125,99,470686
20140126,11,10919
20140126,26,4759
20140126,27,3149
20140126,28,5337
20140126,29,3318
20140126,30,4124
20140126,31,2940
20140126,41,25770
20140126,42,1719
20140126,43,3799
20140126,44,4107
20140126,45,3619
20140126,46,4748
20140126,47,3630
20140126,48,4983
20140126,49,2661
20140126,99,89631
20140127,11,157772
20140127,26,52202
20140127,27,34413
20140127,28,46258
20140127,29,21582
20140127,30,22541
20140127,31,18945
20140127,41,196820
20140127,42,19967
20140127,43,22050
20140127,44,33367
20140127,45,29622
20140127,46,28946
20140127,47,38080
20140127,48,46357
20140127,49,10156
20140127,99,779400
20140128,11,123011
20140128,26,41180
20140128,27,27756
20140128,28,35944
20140128,29,17508
20140128,30,18295
20140128,31,15064
20140128,41,154474
20140128,42,16038
20140128,43,18246
20140128,44,26724
20140128,45,23087
20140128,46,23660
20140128,47,30884
20140128,48,37322
20140128,49,8328
20140128,99,617776
20140129,11,175329
20140129,26,56224
20140129,27,37320
20140129,28,50244
20140129,29,22239
20140129,30,24737
20140129,31,20656
20140129,41,213197
20140129,42,20217
20140129,43,22290
20140129,44,33706
20140129,45,29201
20140129,46,28572
20140129,47,39616
20140129,48,47925
20140129,49,9926
20140129,99,831722
20140130,11,25001
20140130,26,11550
20140130,27,11191
20140130,28,9843
20140130,29,6283
20140130,30,8109
20140130,31,4414
20140130,41,41905
20140130,42,4642
20140130,43,6891
20140130,44,9048
20140130,45,8564
20140130,46,9229
20140130,47,10278
20140130,48,11476
20140130,49,4106
20140130,99,182620
20140131,11,9286
20140131,26,2732
20140131,27,1743
20140131,28,2989
20140131,29,2086
20140131,30,3191
20140131,31,1207
20140131,41,13570
20140131,42,1257
20140131,43,2779
20140131,44,2547
20140131,45,2463
20140131,46,2917
20140131,47,2300
20140131,48,3679
20140131,49,1584
20140131,99,56356
20140201,11,25332
20140201,26,7620
20140201,27,6510
20140201,28,9815
20140201,29,5548
20140201,30,7304
20140201,31,3519
20140201,41,42474
20140201,42,3614
20140201,43,6402
20140201,44,7854
20140201,45,6701
20140201,46,7375
20140201,47,6483
20140201,48,9131
20140201,49,3247
20140201,99,159001
20140202,11,20208
20140202,26,8240
20140202,27,5566
20140202,28,9894
20140202,29,4325
20140202,30,6605
20140202,31,3935
20140202,41,40906
20140202,42,2990
20140202,43,5885
20140202,44,6346
20140202,45,5107
20140202,46,6438
20140202,47,6048
20140202,48,7835
20140202,49,2965
20140202,99,143359
20140203,11,205089
20140203,26,60978
20140203,27,43947
20140203,28,58952
20140203,29,24886
20140203,30,30163
20140203,31,22375
20140203,41,248069
20140203,42,25836
20140203,43,28457
20140203,44,42612
20140203,45,34298
20140203,46,33157
20140203,47,48587
20140203,48,56956
20140203,49,10750
20140203,99,975512
20140204,11,110614
20140204,26,35972
20140204,27,26568
20140204,28,33435
20140204,29,14925
20140204,30,18739
20140204,31,13105
20140204,41,138784
20140204,42,15808
20140204,43,18093
20140204,44,25431
20140204,45,20997
20140204,46,20626
20140204,47,29094
20140204,48,32848
20140204,49,6926
20140204,99,562154
20140205,11,120122
20140205,26,38345
20140205,27,27860
20140205,28,35226
20140205,29,15373
20140205,30,19792
20140205,31,13905
20140205,41,147832
20140205,42,15515
20140205,43,18687
20140205,44,25927
20140205,45,21645
20140205,46,21197
20140205,47,30008
20140205,48,34682
20140205,49,6926
20140205,99,593241
20140206,11,123332
20140206,26,38752
20140206,27,29515
20140206,28,37494
20140206,29,16200
20140206,30,20865
20140206,31,13712
20140206,41,156558
20140206,42,16869
20140206,43,19786
20140206,44,28119
20140206,45,23095
20140206,46,20447
20140206,47,31876
20140206,48,35656
20140206,49,6792
20140206,99,619306
20140207,11,126587
20140207,26,37908
20140207,27,29830
20140207,28,37462
20140207,29,16021
20140207,30,21259
20140207,31,13504
20140207,41,158041
20140207,42,15690
20140207,43,20050
20140207,44,28432
20140207,45,23788
20140207,46,22180
20140207,47,31515
20140207,48,35565
20140207,49,7173
20140207,99,625263
20140208,11,114527
20140208,26,36562
20140208,27,29237
20140208,28,35114
20140208,29,15403
20140208,30,21232
20140208,31,12936
20140208,41,147803
20140208,42,12706
20140208,43,18211
20140208,44,25132
20140208,45,19999
20140208,46,18740
20140208,47,26780
20140208,48,32855
20140208,49,5727
20140208,99,573175
20140209,11,12486
20140209,26,5130
20140209,27,4257
20140209,28,6266
20140209,29,3487
20140209,30,5811
20140209,31,3124
20140209,41,30540
20140209,42,2036
20140209,43,5172
20140209,44,5738
20140209,45,4238
20140209,46,5421
20140209,47,4625
20140209,48,5771
20140209,49,2406
20140209,99,106554
20140210,11,169835
20140210,26,49869
20140210,27,43199
20140210,28,53642
20140210,29,22713
20140210,30,29562
20140210,31,14079
20140210,41,221963
20140210,42,20079
20140210,43,27346
20140210,44,39926
20140210,45,32722
20140210,46,30026
20140210,47,40391
20140210,48,51661
20140210,49,8721
20140210,99,856046
20140211,11,112013
20140211,26,36047
20140211,27,29311
20140211,28,35766
20140211,29,16059
20140211,30,20843
20140211,31,12429
20140211,41,152793
20140211,42,15241
20140211,43,20155
20140211,44,28078
20140211,45,22939
20140211,46,21386
20140211,47,30199
20140211,48,36505
20140211,49,6582
20140211,99,596561
20140212,11,111732
20140212,26,37095
20140212,27,29417
20140212,28,36179
20140212,29,15693
20140212,30,20808
20140212,31,12826
20140212,41,149342
20140212,42,15551
20140212,43,19528
20140212,44,26914
20140212,45,22420
20140212,46,21037
20140212,47,29723
20140212,48,36335
20140212,49,6193
20140212,99,590994
20140213,11,110051
20140213,26,36988
20140213,27,30154
20140213,28,35718
20140213,29,16143
20140213,30,21051
20140213,31,11810
20140213,41,152116
20140213,42,13731
20140213,43,19873
20140213,44,28564
20140213,45,22948
20140213,46,21577
20140213,47,29500
20140213,48,36985
20140213,49,6429
20140213,99,593872
20140214,11,116479
20140214,26,38576
20140214,27,30929
20140214,28,37301
20140214,29,16632
20140214,30,21540
20140214,31,12432
20140214,41,156922
20140214,42,15130
20140214,43,20313
20140214,44,29206
20140214,45,24065
20140214,46,21997
20140214,47,30510
20140214,48,37866
20140214,49,6898
20140214,99,617043
20140215,11,105211
20140215,26,36361
20140215,27,29515
20140215,28,35136
20140215,29,16116
20140215,30,21061
20140215,31,11941
20140215,41,148018
20140215,42,12990
20140215,43,19374
20140215,44,25586
20140215,45,20396
20140215,46,19539
20140215,47,27312
20140215,48,35382
20140215,49,5620
20140215,99,569786
20140216,11,13425
20140216,26,6694
20140216,27,4570
20140216,28,7777
20140216,29,3768
20140216,30,5671
20140216,31,2982
20140216,41,33000
20140216,42,2286
20140216,43,5259
20140216,44,6013
20140216,45,4511
20140216,46,6140
20140216,47,5065
20140216,48,7225
20140216,49,2282
20140216,99,116714
20140217,11,165068
20140217,26,54690
20140217,27,45157
20140217,28,53986
20140217,29,23866
20140217,30,30784
20140217,31,17155
20140217,41,229866
20140217,42,22364
20140217,43,29989
20140217,44,43867
20140217,45,35256
20140217,46,32122
20140217,47,46251
20140217,48,58315
20140217,49,8497
20140217,99,897595
20140218,11,106106
20140218,26,38703
20140218,27,30517
20140218,28,35154
20140218,29,16905
20140218,30,20620
20140218,31,11746
20140218,41,150449
20140218,42,14280
20140218,43,20874
20140218,44,29539
20140218,45,23227
20140218,46,23864
20140218,47,31354
20140218,48,39433
20140218,49,6987
20140218,99,600006
20140219,11,107229
20140219,26,39986
20140219,27,30083
20140219,28,34568
20140219,29,16191
20140219,30,20517
20140219,31,12451
20140219,41,148234
20140219,42,14538
20140219,43,19817
20140219,44,28062
20140219,45,22323
20140219,46,22894
20140219,47,30443
20140219,48,39679
20140219,49,6470
20140219,99,593729
20140220,11,105131
20140220,26,39172
20140220,27,29321
20140220,28,33819
20140220,29,16460
20140220,30,20512
20140220,31,12478
20140220,41,146365
20140220,42,14630
20140220,43,20039
20140220,44,28334
20140220,45,22927
20140220,46,22936
20140220,47,31459
20140220,48,39317
20140220,49,6153
20140220,99,589263
20140221,11,107978
20140221,26,40167
20140221,27,29570
20140221,28,33983
20140221,29,16599
20140221,30,20371
20140221,31,12606
20140221,41,147128
20140221,42,14958
20140221,43,20073
20140221,44,28882
20140221,45,23422
20140221,46,23016
20140221,47,31449
20140221,48,40550
20140221,49,6408
20140221,99,597395
20140222,11,92562
20140222,26,34799
20140222,27,26080
20140222,28,29470
20140222,29,15069
20140222,30,18581
20140222,31,11613
20140222,41,129291
20140222,42,11590
20140222,43,17076
20140222,44,23462
20140222,45,18603
20140222,46,18970
20140222,47,25546
20140222,48,34336
20140222,49,5128
20140222,99,512379
20140223,11,9937
20140223,26,5293
20140223,27,3874
20140223,28,4954
20140223,29,3387
20140223,30,4700
20140223,31,2659
20140223,41,24606
20140223,42,1729
20140223,43,4482
20140223,44,5136
20140223,45,3734
20140223,46,5761
20140223,47,4242
20140223,48,6210
20140223,49,2069
20140223,99,92805
20140224,11,140734
20140224,26,53782
20140224,27,38504
20140224,28,43407
20140224,29,22255
20140224,30,26337
20140224,31,18217
20140224,41,190397
20140224,42,19875
20140224,43,26188
20140224,44,37724
20140224,45,31305
20140224,46,31085
20140224,47,42430
20140224,48,54955
20140224,49,8196
20140224,99,785686
20140225,11,90496
20140225,26,36337
20140225,27,25214
20140225,28,27893
20140225,29,14833
20140225,30,17571
20140225,31,12112
20140225,41,122037
20140225,42,13170
20140225,43,17593
20140225,44,24972
20140225,45,20255
20140225,46,21502
20140225,47,27749
20140225,48,36185
20140225,49,5843
20140225,99,513941
20140226,11,89305
20140226,26,32928
20140226,27,23115
20140226,28,27449
20140226,29,13639
20140226,30,17304
20140226,31,11228
20140226,41,118653
20140226,42,12712
20140226,43,17132
20140226,44,24103
20140226,45,20121
20140226,46,20299
20140226,47,26306
20140226,48,32578
20140226,49,5354
20140226,99,492415
20140227,11,89186
20140227,26,35987
20140227,27,24284
20140227,28,27286
20140227,29,14263
20140227,30,16933
20140227,31,12377
20140227,41,120751
20140227,42,12857
20140227,43,16948
20140227,44,24312
20140227,45,19795
20140227,46,21125
20140227,47,27569
20140227,48,35157
20140227,49,6113
20140227,99,505139
20140228,11,98846
20140228,26,37136
20140228,27,24960
20140228,28,28558
20140228,29,14788
20140228,30,17539
20140228,31,11990
20140228,41,127464
20140228,42,13860
20140228,43,17005
20140228,44,24981
20140228,45,21047
20140228,46,20899
20140228,47,27438
20140228,48,35879
20140228,49,5822
20140228,99,528431
20140301,11,22900
20140301,26,13967
20140301,27,12035
20140301,28,10225
20140301,29,6371
20140301,30,8331
20140301,31,6074
20140301,41,45937
20140301,42,4855
20140301,43,8141
20140301,44,10236
20140301,45,7733
20140301,46,10009
20140301,47,11407
20140301,48,13727
20140301,49,3444
20140301,99,195492
20140302,11,11014
20140302,26,5790
20140302,27,3391
20140302,28,5282
20140302,29,3094
20140302,30,4281
20140302,31,2625
20140302,41,23892
20140302,42,1792
20140302,43,3695
20140302,44,4234
20140302,45,3463
20140302,46,5043
20140302,47,3968
20140302,48,5701
20140302,49,1711
20140302,99,89014
20140303,11,128346
20140303,26,45312
20140303,27,30401
20140303,28,35739
20140303,29,17879
20140303,30,20956
20140303,31,14775
20140303,41,159741
20140303,42,17593
20140303,43,21086
20140303,44,31182
20140303,45,25771
20140303,46,25412
20140303,47,34246
20140303,48,43968
20140303,49,6993
20140303,99,659690
20140304,11,77189
20140304,26,29912
20140304,27,19401
20140304,28,22396
20140304,29,11928
20140304,30,13927
20140304,31,9684
20140304,41,100327
20140304,42,11459
20140304,43,13823
20140304,44,20118
20140304,45,16695
20140304,46,17464
20140304,47,22213
20140304,48,27094
20140304,49,4898
20140304,99,418719
20140305,11,77514
20140305,26,29163
20140305,27,19134
20140305,28,21707
20140305,29,11443
20140305,30,13584
20140305,31,9542
20140305,41,97428
20140305,42,10414
20140305,43,13012
20140305,44,18789
20140305,45,15814
20140305,46,16971
20140305,47,21418
20140305,48,26946
20140305,49,4965
20140305,99,408030
20140306,11,78666
20140306,26,30118
20140306,27,19592
20140306,28,22800
20140306,29,12248
20140306,30,14157
20140306,31,10174
20140306,41,101484
20140306,42,11588
20140306,43,12930
20140306,44,19647
20140306,45,16967
20140306,46,17347
20140306,47,21812
20140306,48,28168
20140306,49,5170
20140306,99,423057
20140307,11,85461
20140307,26,32378
20140307,27,20710
20140307,28,23818
20140307,29,12449
20140307,30,14393
20140307,31,10581
20140307,41,106708
20140307,42,12571
20140307,43,13583
20140307,44,20877
20140307,45,17708
20140307,46,18011
20140307,47,23218
20140307,48,29309
20140307,49,5313
20140307,99,447281
20140308,11,83248
20140308,26,32614
20140308,27,21540
20140308,28,24775
20140308,29,13898
20140308,30,15607
20140308,31,11030
20140308,41,111029
20140308,42,11876
20140308,43,13256
20140308,44,19919
20140308,45,16863
20140308,46,16334
20140308,47,21377
20140308,48,28748
20140308,49,4843
20140308,99,447168
20140309,11,9181
20140309,26,4883
20140309,27,3168
20140309,28,4382
20140309,29,3027
20140309,30,4311
20140309,31,2809
20140309,41,22906
20140309,42,1789
20140309,43,3557
20140309,44,4636
20140309,45,3574
20140309,46,5317
20140309,47,3783
20140309,48,5072
20140309,49,2104
20140309,99,84552
20140310,11,84192
20140310,26,26232
20140310,27,17905
20140310,28,20623
20140310,29,14739
20140310,30,13476
20140310,31,11476
20140310,41,98080
20140310,42,11337
20140310,43,12739
20140310,44,15721
20140310,45,19908
20140310,46,19581
20140310,47,24997
20140310,48,24851
20140310,49,4338
20140310,99,420390
20140311,11,93357
20140311,26,41177
20140311,27,24674
20140311,28,29370
20140311,29,14044
20140311,30,18072
20140311,31,12501
20140311,41,130047
20140311,42,16417
20140311,43,16051
20140311,44,27159
20140311,45,20112
20140311,46,20253
20140311,47,26230
20140311,48,37396
20140311,49,6858
20140311,99,533993
20140312,11,76597
20140312,26,30390
20140312,27,18689
20140312,28,22487
20140312,29,11219
20140312,30,13185
20140312,31,10320
20140312,41,99504
20140312,42,12294
20140312,43,12167
20140312,44,18766
20140312,45,15777
20140312,46,16618
20140312,47,21312
20140312,48,27051
20140312,49,5413
20140312,99,411948
20140313,11,79817
20140313,26,30905
20140313,27,19414
20140313,28,24014
20140313,29,12062
20140313,30,14770
20140313,31,10093
20140313,41,108439
20140313,42,12523
20140313,43,13541
20140313,44,20876
20140313,45,16911
20140313,46,18032
20140313,47,21830
20140313,48,27928
20140313,49,5809
20140313,99,437179
20140314,11,87401
20140314,26,35064
20140314,27,22453
20140314,28,25838
20140314,29,13049
20140314,30,15572
20140314,31,11879
20140314,41,114721
20140314,42,14108
20140314,43,14236
20140314,44,22358
20140314,45,18542
20140314,46,18165
20140314,47,24825
20140314,48,31759
20140314,49,5767
20140314,99,475976
20140315,11,86706
20140315,26,34633
20140315,27,22828
20140315,28,26632
20140315,29,13808
20140315,30,16700
20140315,31,12128
20140315,41,119306
20140315,42,12845
20140315,43,14078
20140315,44,21309
20140315,45,17392
20140315,46,16793
20140315,47,22411
20140315,48,30391
20140315,49,5293
20140315,99,473517
20140316,11,10754
20140316,26,6000
20140316,27,3646
20140316,28,6047
20140316,29,3241
20140316,30,4541
20140316,31,3051
20140316,41,26212
20140316,42,2069
20140316,43,3810
20140316,44,5084
20140316,45,3761
20140316,46,5466
20140316,47,4217
20140316,48,5874
20140316,49,2104
20140316,99,95937
20140317,11,120244
20140317,26,48732
20140317,27,31259
20140317,28,36350
20140317,29,17519
20140317,30,21968
20140317,31,16764
20140317,41,163530
20140317,42,19719
20140317,43,19454
20140317,44,30810
20140317,45,24897
20140317,46,24158
20140317,47,34965
20140317,48,44818
20140317,49,7840
20140317,99,663338
20140318,11,82185
20140318,26,34112
20140318,27,22376
20140318,28,25379
20140318,29,13249
20140318,30,15652
20140318,31,12054
20140318,41,113711
20140318,42,13477
20140318,43,14299
20140318,44,22183
20140318,45,18268
20140318,46,18460
20140318,47,24628
20140318,48,31095
20140318,49,6055
20140318,99,467417
20140319,11,83073
20140319,26,34326
20140319,27,22397
20140319,28,25298
20140319,29,12670
20140319,30,15673
20140319,31,12158
20140319,41,112006
20140319,42,12950
20140319,43,13747
20140319,44,21098
20140319,45,16656
20140319,46,17393
20140319,47,23704
20140319,48,31190
20140319,49,5509
20140319,99,460082
20140320,11,82058
20140320,26,34334
20140320,27,22252
20140320,28,26322
20140320,29,12960
20140320,30,15666
20140320,31,12016
20140320,41,115733
20140320,42,13142
20140320,43,13692
20140320,44,21632
20140320,45,17644
20140320,46,17988
20140320,47,24214
20140320,48,31329
20140320,49,5849
20140320,99,467057
20140321,11,93403
20140321,26,36679
20140321,27,23450
20140321,28,27253
20140321,29,13479
20140321,30,16534
20140321,31,12539
20140321,41,124175
20140321,42,14112
20140321,43,14483
20140321,44,22949
20140321,45,18563
20140321,46,18574
20140321,47,25713
20140321,48,32825
20140321,49,5927
20140321,99,500927
20140322,11,89371
20140322,26,35620
20140322,27,24640
20140322,28,28105
20140322,29,14614
20140322,30,17718
20140322,31,12688
20140322,41,125328
20140322,42,12642
20140322,43,14130
20140322,44,21554
20140322,45,17400
20140322,46,17115
20140322,47,23746
20140322,48,31738
20140322,49,5356
20140322,99,492013
20140323,11,9751
20140323,26,4937
20140323,27,3712
20140323,28,4811
20140323,29,3027
20140323,30,4774
20140323,31,2698
20140323,41,24705
20140323,42,1865
20140323,43,3904
20140323,44,4855
20140323,45,3603
20140323,46,5530
20140323,47,4151
20140323,48,4945
20140323,49,2156
20140323,99,89488
20140324,11,128952
20140324,26,52625
20140324,27,34165
20140324,28,38890
20140324,29,19125
20140324,30,23748
20140324,31,18177
20140324,41,175700
20140324,42,19539
20140324,43,20021
20140324,44,31390
20140324,45,25410
20140324,46,24929
20140324,47,36644
20140324,48,48096
20140324,49,8099
20140324,99,705855
20140325,11,86656
20140325,26,35032
20140325,27,23488
20140325,28,26714
20140325,29,12781
20140325,30,16264
20140325,31,13042
20140325,41,119821
20140325,42,13581
20140325,43,14519
20140325,44,22177
20140325,45,17452
20140325,46,17994
20140325,47,25497
20140325,48,31773
20140325,49,5945
20140325,99,482958
20140326,11,82944
20140326,26,32559
20140326,27,22835
20140326,28,24962
20140326,29,12635
20140326,30,15560
20140326,31,11518
20140326,41,110557
20140326,42,12533
20140326,43,13115
20140326,44,20267
20140326,45,16865
20140326,46,17567
20140326,47,23934
20140326,48,30847
20140326,49,5689
20140326,99,454607
20140327,11,83444
20140327,26,32760
20140327,27,22226
20140327,28,25721
20140327,29,12374
20140327,30,15660
20140327,31,11927
20140327,41,113869
20140327,42,12465
20140327,43,13002
20140327,44,20258
20140327,45,16391
20140327,46,16476
20140327,47,23113
20140327,48,29717
20140327,49,5085
20140327,99,454703
20140328,11,88510
20140328,26,33882
20140328,27,23187
20140328,28,26262
20140328,29,13304
20140328,30,15284
20140328,31,12071
20140328,41,116662
20140328,42,12930
20140328,43,13457
20140328,44,20448
20140328,45,17066
20140328,46,17020
20140328,47,23886
20140328,48,30747
20140328,49,5490
20140328,99,470458
20140329,11,87911
20140329,26,32702
20140329,27,24464
20140329,28,27161
20140329,29,13855
20140329,30,17011
20140329,31,12527
20140329,41,120891
20140329,42,12208
20140329,43,13573
20140329,44,19889
20140329,45,16495
20140329,46,16225
20140329,47,22980
20140329,48,29932
20140329,49,5209
20140329,99,473269
20140330,11,9889
20140330,26,5350
20140330,27,3650
20140330,28,5561
20140330,29,2961
20140330,30,4561
20140330,31,3012
20140330,41,23852
20140330,42,1731
20140330,43,3213
20140330,44,4198
20140330,45,3309
20140330,46,5109
20140330,47,3955
20140330,48,5047
20140330,49,1908
20140330,99,87359
20140331,11,117752
20140331,26,44915
20140331,27,30849
20140331,28,36000
20140331,29,17560
20140331,30,21023
20140331,31,16470
20140331,41,157745
20140331,42,17133
20140331,43,17740
20140331,44,27577
20140331,45,23050
20140331,46,22231
20140331,47,32789
20140331,48,41744
20140331,49,7122
20140331,99,632047
20140401,11,81312
20140401,26,31228
20140401,27,21397
20140401,28,24773
20140401,29,12697
20140401,30,14919
20140401,31,11371
20140401,41,111100
20140401,42,12063
20140401,43,12703
20140401,44,19787
20140401,45,16182
20140401,46,16400
20140401,47,22989
20140401,48,29275
20140401,49,5004
20140401,99,443442
20140402,11,82856
20140402,26,30864
20140402,27,21258
20140402,28,24919
